Unnamed: 0,Județ,administrare,Localitate,Altitudine (m),populatie,Latitudine N,Longitudine E,Cea mai apropiată stație,Distanța (km),special,auto,turism
159.0,Harghita,municipiul,Toplița,661,12609.0,46.9241232,25.352455,TOPLITA,3.7,MUNTE,MASINI,DRUMETII
1559.0,Harghita,comuna,Tulgheș,637,2941.0,46.9654071,25.7626421,CEAHLAU TOACA,15.5,MUNTE,MASINI,
2291.0,Harghita,comuna,Tușnad,650,2006.0,46.2047404,25.9154125,MIERCUREA CIUC,21.5,MUNTE,MASINI,
3005.0,Harghita,comuna,Ulieș,544,1068.0,46.2130074,25.2416106,ODORHEIUL SECUIESC,11.5,MUNTE,MASINI,
2571.0,Harghita,comuna,Vărșag,848,1652.0,46.5315546,25.3390012,BUCIN,13.7,MUNTE,MASINI,
427.0,Harghita,oraș,Vlăhița,849,6468.0,46.3445399,25.5298049,ODORHEIUL SECUIESC,18.2,MUNTE,MASINI,
2446.0,Harghita,comuna,Voșlăbeni,787,1815.0,46.6460113,25.6225963,JOSENI,10.6,MUNTE,MASINI,
520.0,Harghita,comuna,Zetea,545,5729.0,46.388268,25.3658806,ODORHEIUL SECUIESC,10.3,MUNTE,MASINI,
1254.0,Hunedoara,oraș,Aninoasa,667,3369.0,45.4074338,23.3163652,PETROSANI,7.4,MUNTE,MASINI,
2512.0,Hunedoara,comuna,Băcia,208,1734.0,45.8025818,23.0062276,DEVA,9.5,,MASINI,
2110.0,Hunedoara,comuna,Baia De Criș,260,2176.0,46.1737032,22.7133831,TEBEA,8.3,,MASINI,
1438.0,Hunedoara,comuna,Băița,290,3113.0,46.0312338,22.8928078,DEVA,19.0,,MASINI,
3132.0,Hunedoara,comuna,Balșa,334,753.0,46.0283465,23.0997095,DEVA,23.3,,MASINI,
2992.0,Hunedoara,comuna,Bănița,732,1092.0,45.4481306,23.2626051,PETROSANI,8.4,MUNTE,MASINI,
1902.0,Hunedoara,comuna,Baru,478,2425.0,45.4702594,23.1657121,PETROSANI,15.8,,MASINI,
1319.0,Hunedoara,comuna,Beriu,262,3281.0,45.790253,23.1910468,DEVA,22.7,,MASINI,
3097.0,Hunedoara,comuna,Blăjeni,418,883.0,46.2138891,22.9091614,TEBEA,12.3,,MASINI,
2478.0,Hunedoara,comuna,Boșorod,303,1781.0,45.6837017,23.0909915,DEVA,23.9,,MASINI,
158.0,Hunedoara,municipiul,Brad,271,12690.0,46.1302414,22.7921521,TEBEA,12.8,,MASINI,
2672.0,Hunedoara,comuna,Brănișca,201,1554.0,45.9155365,22.7800702,DEVA,12.2,,MASINI,
1542.0,Hunedoara,comuna,Bretea Română,262,2969.0,45.6605272,23.0163471,DEVA,23.6,,MASINI,
2629.0,Hunedoara,comuna,Buceș,410,1595.0,46.1876871,22.9433017,TEBEA,15.7,,MASINI,
2876.0,Hunedoara,comuna,Bucureșci,315,1284.0,46.1281515,22.9031745,TEBEA,17.1,,MASINI,
3198.0,Hunedoara,comuna,Bulzeștii De Sus,505,275.0,46.3011601,22.7622547,TEBEA,6.5,MUNTE,MASINI,
3201.0,Hunedoara,comuna,Bunila,906,247.0,45.6939828,22.6728258,DEVA,26.6,MUNTE,MASINI,
3138.0,Hunedoara,comuna,Burjuc,171,734.0,45.9522375,22.4866627,VARADIA DE MURES,27.0,,MASINI,
3215.0,Hunedoara,obiectiv,Cabana Pietrele,1496,,45.4057560478813,22.8776912732503,TARCU,28.6,MUNTE,MASINI,
212.0,Hunedoara,oraș,Călan,233,10055.0,45.7348308,22.9972247,DEVA,15.4,,MASINI,
3144.0,Hunedoara,comuna,Cârjiți,355,686.0,45.8443769,22.8270381,DEVA,7.2,,MASINI,
3189.0,Hunedoara,comuna,Cerbăl,790,403.0,45.7812223,22.7154737,DEVA,18.0,MUNTE,MASINI,
1608.0,Hunedoara,comuna,Certeju De Sus,286,2870.0,45.9742198,22.9707021,DEVA,13.2,,MASINI,
1244.0,Hunedoara,comuna,Crișcior,288,3389.0,46.1224758,22.8609955,TEBEA,15.7,,MASINI,
2861.0,Hunedoara,comuna,Densuș,393,1301.0,45.5801716,22.790877,DEVA,32.8,,MASINI,
37.0,Hunedoara,municipiul,Deva,199,53113.0,45.8817402,22.9008611,DEVA,2.6,,MASINI,DRUMETII
1376.0,Hunedoara,comuna,Dobra,174,3203.0,45.9128442,22.5696073,DEVA,27.5,,MASINI,
3121.0,Hunedoara,comuna,General Berthelot,347,790.0,45.6135478,22.8877706,DEVA,27.7,,MASINI,
658.0,Hunedoara,oraș,Geoagiu,277,5087.0,45.9762937,23.1488959,DEVA,22.0,,MASINI,
2720.0,Hunedoara,comuna,Ghelari,735,1501.0,45.708408,22.7824986,DEVA,20.0,MUNTE,MASINI,
2932.0,Hunedoara,comuna,Gurasada,181,1193.0,45.9511935,22.5895131,DEVA,27.2,,MASINI,
2274.0,Hunedoara,comuna,Hărău,200,2026.0,45.9007548,22.9588067,DEVA,5.4,,MASINI,
272.0,Hunedoara,oraș,Hațeg,316,8793.0,45.609725,22.9486986,DEVA,28.1,,MASINI,
41.0,Hunedoara,municipiul,Hunedoara,231,50457.0,45.757454,22.9073522,DEVA,11.6,,MASINI,DRUMETII
1411.0,Hunedoara,comuna,Ilia,171,3144.0,45.9319245,22.6567922,DEVA,21.6,,MASINI,
2757.0,Hunedoara,comuna,Lăpugiu De Jos,212,1460.0,45.8860257,22.4811253,VARADIA DE MURES,29.5,,MASINI,
3192.0,Hunedoara,comuna,Lelese,775,339.0,45.732943,22.6977711,DEVA,22.2,MUNTE,MASINI,
3128.0,Hunedoara,comuna,Lunca Cernii De Jos,677,758.0,45.6333333,22.6166667,TARCU,32.7,MUNTE,MASINI,
2595.0,Hunedoara,comuna,Luncoiu De Jos,304,1630.0,46.0884724,22.7824597,TEBEA,17.3,,MASINI,
103.0,Hunedoara,municipiul,Lupeni,659,18699.0,45.3552327,23.2157411,STRAJA,4.0,MUNTE,MASINI,DRUMETII
3075.0,Hunedoara,comuna,Mărtinești,228,939.0,45.8130515,23.1264569,DEVA,17.1,,MASINI,
110.0,Hunedoara,municipiul,Orăștie,228,16825.0,45.8367637,23.1958453,DEVA,21.8,,MASINI,
2368.0,Hunedoara,comuna,Orăștioara De Sus,319,1910.0,45.7284245,23.1712837,DEVA,24.6,,MASINI,
2901.0,Hunedoara,comuna,Pestișu Mic,245,1250.0,45.7980992,22.8868909,DEVA,7.4,,MASINI,
99.0,Hunedoara,oraș,Petrila,635,19600.0,45.4437023,23.3765054,PETROSANI,2.3,MUNTE,MASINI,
89.0,Hunedoara,municipiul,Petroșani,614,21044.0,45.4143907,23.3740904,PETROSANI,5.5,MUNTE,MASINI,DRUMETII
3222.0,Hunedoara,obiectiv,Poiana Pelegii,1615,,45.340010217135,22.8939752788349,STRAJA,26.8,MUNTE,MASINI,
1104.0,Hunedoara,comuna,Pui,420,3682.0,45.5143154,23.0942294,PETROSANI,22.0,,MASINI,
2975.0,Hunedoara,comuna,Răchitova,478,1127.0,45.6055246,22.7467611,DEVA,31.4,,MASINI,
2471.0,Hunedoara,comuna,Rapoltu Mare,206,1788.0,45.8655418,23.0751838,DEVA,12.3,,MASINI,
1529.0,Hunedoara,comuna,Râu De Mori,500,2991.0,45.4975107,22.8544359,TARCU,30.9,MUNTE,MASINI,DRUMETII
2949.0,Hunedoara,comuna,Ribița,260,1170.0,46.1751917,22.7652528,TEBEA,7.5,,MASINI,
1933.0,Hunedoara,comuna,Romos,245,2388.0,45.8404379,23.275462,SEBES (ALBA),26.2,,MASINI,
2133.0,Hunedoara,comuna,Sălașu De Sus,475,2142.0,45.5093974,22.9535754,STRAJA,30.4,,MASINI,
1424.0,Hunedoara,comuna,Sântămăria-Orlea,309,3132.0,45.5890242,22.9694507,DEVA,30.6,,MASINI,
3034.0,Hunedoara,comuna,Sarmizegetusa,493,1018.0,45.5152567,22.7825414,TARCU,27.6,,MASINI,
177.0,Hunedoara,oraș,Simeria,199,11268.0,45.8475432,23.0162168,DEVA,7.8,,MASINI,DRUMETII
1246.0,Hunedoara,comuna,Șoimuș,192,3386.0,45.9169795,22.8898483,DEVA,6.5,,MASINI,
3238.0,Hunedoara,obiectiv,Straja,1335,,45.3148199,23.2420543149147,STRAJA,0.9,MUNTE,MASINI,
2279.0,Hunedoara,comuna,Teliucu Inferior,254,2022.0,45.7152595,22.8881042,DEVA,16.4,,MASINI,
3088.0,Hunedoara,comuna,Tomești,259,912.0,46.2104726,22.6636559,TEBEA,7.9,,MASINI,
3157.0,Hunedoara,comuna,Toplița,318,624.0,45.6874874,22.7856625,DEVA,21.9,,MASINI,
2576.0,Hunedoara,comuna,Totești,370,1649.0,45.5750953,22.8876152,DEVA,31.9,,MASINI,
2468.0,Hunedoara,comuna,Turdaș,203,1791.0,45.8528497,23.1235278,DEVA,16.0,,MASINI,
401.0,Hunedoara,oraș,Uricani,720,6669.0,45.3290313,23.1150121,STRAJA,9.5,MUNTE,MASINI,
3033.0,Hunedoara,comuna,Vălișoara,510,1018.0,46.0585798,22.9960734,DEVA,22.8,MUNTE,MASINI,
1392.0,Hunedoara,comuna,Vața De Jos,227,3163.0,46.1833333,22.6,TEBEA,13.6,,MASINI,
1449.0,Hunedoara,comuna,Vețel,192,3104.0,45.9000224,22.7971066,DEVA,10.2,,MASINI,
3134.0,Hunedoara,comuna,Vorța,253,748.0,46.021338,22.6733555,TEBEA,25.4,,MASINI,
97.0,Hunedoara,municipiul,Vulcan,621,19772.0,45.3748642,23.2940874,STRAJA,7.4,MUNTE,MASINI,
2640.0,Hunedoara,comuna,Zam,167,1585.0,46.0061858,22.4435766,VARADIA DE MURES,22.6,,MASINI,
1925.0,Ialomița,comuna,Adâncata,63,2398.0,44.7686348,26.4345592,URZICENI,18.3,,MASINI,
3013.0,Ialomița,comuna,Albești,31,1056.0,44.539329,27.1331614,SLOBOZIA,23.6,,MASINI,
2075.0,Ialomița,comuna,Alexeni,50,2215.0,44.6796571,26.7106387,URZICENI,6.3,,MASINI,
386.0,Ialomița,oraș,Amara,28,6805.0,44.6173543,27.314991,SLOBOZIA,6.8,,MASINI,
2457.0,Ialomița,comuna,Andrășești,35,1801.0,44.5756258,27.1448036,SLOBOZIA,20.8,,MASINI,
2413.0,Ialomița,comuna,Armășești,61,1861.0,44.7502375,26.5844009,URZICENI,6.6,,MASINI,
2072.0,Ialomița,comuna,Axintele,42,2218.0,44.612495,26.7614141,URZICENI,14.7,,MASINI,
2615.0,Ialomița,comuna,Balaciu,46,1607.0,44.6355862,26.9030563,URZICENI,21.7,,MASINI,
316.0,Ialomița,comuna,Bărbulești,51,7878.0,44.7262928,26.5992945,URZICENI,4.6,,MASINI,
1167.0,Ialomița,comuna,Bărcănești,49,3536.0,44.6427238,26.6442468,URZICENI,8.9,,MASINI,
1926.0,Ialomița,comuna,Borănești,55,2397.0,44.65973375,26.6047350132671,URZICENI,8.1,,MASINI,
832.0,Ialomița,comuna,Bordușani,14,4414.0,44.4819212,27.9049997,FETESTI,3.6,,MASINI,
1994.0,Ialomița,comuna,Bucu,22,2305.0,44.6054388,27.491559,SLOBOZIA,10.0,,MASINI,
3065.0,Ialomița,comuna,Buești,57,966.0,44.5447311,27.1872935,SLOBOZIA,19.7,,MASINI,
1563.0,Ialomița,oraș,Căzănești,37,2938.0,44.6222417,27.010812,GRIVITA,26.1,,MASINI,
3127.0,Ialomița,comuna,Ciocârlia,66,761.0,44.8000693,26.6702106,URZICENI,8.8,,MASINI,
1669.0,Ialomița,comuna,Ciochina,43,2766.0,44.5979187,27.0586914,GRIVITA,24.6,,MASINI,
1965.0,Ialomița,comuna,Ciulnița,53,2338.0,44.5369935,27.3435059,SLOBOZIA,13.3,,MASINI,
2378.0,Ialomița,comuna,Cocora,54,1899.0,44.7374658,27.0446244,GRIVITA,19.8,,MASINI,
3052.0,Ialomița,comuna,Colelia,59,989.0,44.761193,27.0074634,GRIVITA,22.8,,MASINI,
2421.0,Ialomița,comuna,Cosâmbești,23,1853.0,44.5603397,27.4357874,SLOBOZIA,11.1,,MASINI,
907.0,Ialomița,comuna,Coșereni,57,4195.0,44.6826987,26.5638985,URZICENI,8.6,,MASINI,
3003.0,Ialomița,comuna,Drăgoești,66,1069.0,44.567706,26.539538,URZICENI,19.5,,MASINI,
1369.0,Ialomița,comuna,Dridu,75,3213.0,44.6952079,26.453252,URZICENI,16.4,,MASINI,
711.0,Ialomița,comuna,Făcăeni,20,4899.0,44.560138,27.894852,FETESTI,6.4,,MASINI,
71.0,Ialomița,municipiul,Fetești,52,27465.0,44.39706995,27.8457444725765,FETESTI,12.1,,MASINI,
779.0,Ialomița,oraș,Fierbinți-Târg,75,4620.0,44.6824655,26.3823791,BUCURESTI AFUMATI,20.5,,MASINI,
1220.0,Ialomița,comuna,Gârbovi,69,3434.0,44.7866691,26.7673709,URZICENI,11.3,,MASINI,
2063.0,Ialomița,comuna,Gheorghe Doja,33,2230.0,44.6131683,27.1812434,SLOBOZIA,16.7,,MASINI,
2191.0,Ialomița,comuna,Gheorghe Lazăr,28,2092.0,44.6323965,27.4559757,SLOBOZIA,6.2,,MASINI,
2920.0,Ialomița,comuna,Giurgeni,6,1223.0,44.7443208,27.8569901,HARSOVA,10.2,,MASINI,
2357.0,Ialomița,comuna,Grindu,62,1925.0,44.7726565,26.906245,URZICENI,20.5,,MASINI,
1616.0,Ialomița,comuna,Grivița,41,2863.0,44.7342953,27.2911301,GRIVITA,1.0,,MASINI,
2032.0,Ialomița,comuna,Gura Ialomiței,13,2258.0,44.7095971,27.7560484,HARSOVA,16.5,,MASINI,
1198.0,Ialomița,comuna,Ion Roată,45,3476.0,44.6626674,26.7883033,URZICENI,12.3,,MASINI,
1488.0,Ialomița,comuna,Jilavele,63,3045.0,44.7621658,26.5313139,URZICENI,10.9,,MASINI,
2572.0,Ialomița,comuna,Maia,77,1651.0,44.7360618,26.4015197,URZICENI,20.3,,MASINI,
903.0,Ialomița,comuna,Manasia,55,4197.0,44.7062777,26.6753616,URZICENI,2.2,,MASINI,
2768.0,Ialomița,comuna,Mărculești,17,1433.0,44.5669758,27.5156197,SLOBOZIA,14.2,,MASINI,
1677.0,Ialomița,comuna,Mihail Kogălniceanu,20,2755.0,44.6788391,27.7113138,HARSOVA,20.0,,MASINI,
2157.0,Ialomița,comuna,Miloșești,45,2127.0,44.7365595,27.2285136,GRIVITA,5.3,,MASINI,
2962.0,Ialomița,comuna,Moldoveni,56,1143.0,44.7141388,26.5187591,URZICENI,11.0,,MASINI,
2620.0,Ialomița,comuna,Movila,67,1605.0,44.5374537,27.7174028,FETESTI,12.8,,MASINI,
1644.0,Ialomița,comuna,Movilița,69,2810.0,44.6426222,26.4881004,URZICENI,16.0,,MASINI,
1564.0,Ialomița,comuna,Munteni-Buzău,41,2936.0,44.6383832,26.972877,URZICENI,26.6,,MASINI,
1670.0,Ialomița,comuna,Ograda,21,2763.0,44.6111198,27.5575505,SLOBOZIA,14.5,,MASINI,
1195.0,Ialomița,comuna,Perieți,26,3482.0,44.5630835,27.2414436,SLOBOZIA,15.1,,MASINI,
2644.0,Ialomița,comuna,Platonești,13,1582.0,44.6073552,27.6937276,FETESTI,18.2,,MASINI,
2950.0,Ialomița,comuna,Radulești,83,1169.0,44.766452,26.3595816,URZICENI,24.0,,MASINI,
1938.0,Ialomița,comuna,Reviga,44,2373.0,44.713317,27.1026459,GRIVITA,15.5,,MASINI,
2341.0,Ialomița,comuna,Roșiori,66,1942.0,44.6128978,26.5345736,URZICENI,15.5,,MASINI,
2247.0,Ialomița,comuna,Sălcioara,62,2050.0,44.5397565,26.8813795,URZICENI,26.9,,MASINI,
2993.0,Ialomița,comuna,Sărățeni,44,1091.0,44.6342189,26.9268613,URZICENI,23.4,,MASINI,
1490.0,Ialomița,comuna,Săveni,12,3042.0,44.6032448,27.6359111,SLOBOZIA,20.7,,MASINI,
1260.0,Ialomița,comuna,Scânteia,33,3360.0,44.7337406,27.4656986,SLOBOZIA,11.0,,MASINI,
2433.0,Ialomița,comuna,Sfântu Gheorghe,43,1841.0,44.6434752,26.8656199,URZICENI,18.6,,MASINI,
1250.0,Ialomița,comuna,Sinești,76,3372.0,44.5663151,26.381793,BUCURESTI AFUMATI,11.5,,MASINI,
47.0,Ialomița,municipiul,Slobozia,29,41550.0,44.5635999,27.3618477,SLOBOZIA,10.1,,MASINI,
2575.0,Ialomița,comuna,Stelnica,53,1649.0,44.413172,27.8775429,FETESTI,10.2,,MASINI,
2505.0,Ialomița,comuna,Sudiți,16,1738.0,44.5723558,27.595976,SLOBOZIA,19.0,,MASINI,
157.0,Ialomița,oraș,Țăndărei,16,12761.0,44.6419986,27.6530653,SLOBOZIA,21.3,,MASINI,
1516.0,Ialomița,comuna,Traian,40,3007.0,44.7623163,27.3437017,GRIVITA,4.5,,MASINI,
147.0,Ialomița,municipiul,Urziceni,56,13380.0,44.717002,26.6324066,URZICENI,2.0,,MASINI,
2650.0,Ialomița,comuna,Valea Ciorii,20,1575.0,44.717954,27.5548664,SLOBOZIA,15.3,,MASINI,
2670.0,Ialomița,comuna,Valea Măcrișului,62,1554.0,44.7437676,26.829169,URZICENI,13.8,,MASINI,
2406.0,Ialomița,comuna,Vlădeni,20,1870.0,44.6053385,27.8485711,FETESTI,11.4,,MASINI,
2141.0,Iași,comuna,Alexandru I. Cuza,201,2133.0,47.1317942,26.8605997,ROMAN,11.8,,MASINI,
1301.0,Iași,comuna,Andrieșeni,70,3306.0,47.529151,27.2902192,COTNARI,33.3,,MASINI,
855.0,Iași,comuna,Aroneanu,162,4338.0,47.2044698,27.604242,IASI,2.5,,MASINI,
1504.0,Iași,comuna,Balș,114,3021.0,47.2962795,26.9785607,COTNARI,8.0,,MASINI,
742.0,Iași,comuna,Bălțați,112,4778.0,47.2220344,27.1234235,COTNARI,21.3,,MASINI,
314.0,Iași,comuna,Bârnova,141,7913.0,47.0819431,27.6211711,IASI,15.1,,MASINI,
205.0,Iași,comuna,Belcești,89,10231.0,47.3065496,27.0855495,COTNARI,13.4,,MASINI,
1255.0,Iași,comuna,Bivolari,64,3369.0,47.5186439,27.4444348,IASI,36.3,,MASINI,
1421.0,Iași,comuna,Brăești,136,3135.0,47.1551169,27.1020397,ROMAN,21.4,,MASINI,
1724.0,Iași,comuna,Butea,270,2679.0,47.0736473,26.9357977,ROMAN,6.2,,MASINI,
1155.0,Iași,comuna,Ceplenița,117,3560.0,47.3815889,26.9610883,COTNARI,3.7,,MASINI,
2533.0,Iași,comuna,Ciohorăni,302,1709.0,47.1348506,26.6862267,ROMAN,19.5,,MASINI,
1160.0,Iași,comuna,Ciortești,284,3551.0,46.917608,27.8472531,VASLUI,24.4,,MASINI,
107.0,Iași,comuna,Ciurea,129,17254.0,47.0609618,27.5675468,IASI,18.1,,MASINI,
1886.0,Iași,comuna,Coarnele Caprei,140,2438.0,47.3911977,27.1072345,COTNARI,14.2,,MASINI,
890.0,Iași,comuna,Comarna,112,4221.0,47.0567419,27.7886924,IASI,21.5,,MASINI,
2731.0,Iași,comuna,Costești,145,1494.0,47.2327642,26.9304694,COTNARI,14.0,,MASINI,
948.0,Iași,comuna,Costuleni,31,4080.0,47.0305208,27.8664792,IASI,27.4,,MASINI,
506.0,Iași,comuna,Cotnari,137,5843.0,47.3479441,26.9440813,COTNARI,1.9,,MASINI,
2005.0,Iași,comuna,Cozmești,129,2285.0,46.8761144,27.9957332,VASLUI,28.1,,MASINI,
1061.0,Iași,comuna,Cristești,278,3761.0,47.2517629,26.5714412,TARGU NEAMT,15.3,,MASINI,
2988.0,Iași,comuna,Cucuteni,226,1103.0,47.2750184,26.9403241,COTNARI,9.4,,MASINI,
939.0,Iași,comuna,Dagâța,215,4105.0,46.9191077,27.1935729,NEGRESTI (VASLUI),22.0,,MASINI,
264.0,Iași,comuna,Deleni,287,8885.0,47.4556188,26.8800092,COTNARI,11.3,,MASINI,
2155.0,Iași,comuna,Dobrovăț,212,2128.0,46.9673742,27.7232238,NEGRESTI (VASLUI),24.9,,MASINI,
2107.0,Iași,comuna,Dolhești,205,2180.0,46.8751111,27.8967274,VASLUI,22.6,,MASINI,
2922.0,Iași,comuna,Drăgușeni,165,1217.0,46.9011592,27.5126008,NEGRESTI (VASLUI),8.3,,MASINI,
879.0,Iași,comuna,Dumești,87,4252.0,47.1747238,27.3430897,IASI,22.3,,MASINI,
640.0,Iași,comuna,Erbiceni,103,5154.0,47.2582076,27.2385707,COTNARI,26.1,,MASINI,
2310.0,Iași,comuna,Fântânele,126,1986.0,47.4149775,27.180664,COTNARI,20.2,,MASINI,
1073.0,Iași,comuna,Focuri,115,3729.0,47.3513519,27.2018625,COTNARI,20.8,,MASINI,
1153.0,Iași,comuna,Golăiești,37,3563.0,47.2417738,27.695672,IASI,5.6,,MASINI,
1874.0,Iași,comuna,Gorban,25,2461.0,46.8798573,28.08189,VASLUI,33.8,,MASINI,
1100.0,Iași,comuna,Grajduri,225,3687.0,46.9728172,27.5388242,NEGRESTI (VASLUI),16.3,,MASINI,
1450.0,Iași,comuna,Gropnița,65,3102.0,47.3548379,27.2685883,COTNARI,25.9,,MASINI,
2821.0,Iași,comuna,Grozești,27,1364.0,46.9903759,28.0554727,VASLUI,40.1,,MASINI,
951.0,Iași,comuna,Hălăucești,242,4053.0,47.0949118,26.8136963,ROMAN,9.5,,MASINI,
200.0,Iași,oraș,Hârlău,140,10349.0,47.4278349,26.9007393,COTNARI,7.9,,MASINI,
1962.0,Iași,comuna,Hărmănești,271,2344.0,47.27496745,26.8006272586089,COTNARI,13.3,,MASINI,
2132.0,Iași,comuna,Heleșteni,262,2142.0,47.203032,26.8775485,COTNARI,17.7,,MASINI,
144.0,Iași,comuna,Holboca,53,13697.0,47.1548208,27.6863313,IASI,8.1,,MASINI,
1819.0,Iași,comuna,Horlești,91,2529.0,47.107717,27.380044,IASI,22.6,,MASINI,
3.0,Iași,municipiul,Iași,62,271692.0,47.1615598,27.5837814,IASI,7.2,,MASINI,
564.0,Iași,comuna,Ion Neculce,109,5503.0,47.2022881,27.0509129,COTNARI,19.8,,MASINI,
2753.0,Iași,comuna,Ipatele,250,1463.0,46.9191311,27.4358384,NEGRESTI (VASLUI),9.3,,MASINI,
3200.0,Iași,comuna,Kogălniceni,216,263.0,47.1588957,26.8420011,ROMAN,15.0,,MASINI,
757.0,Iași,comuna,Lespezi,244,4701.0,47.3606847,26.6924408,COTNARI,17.5,,MASINI,
381.0,Iași,comuna,Lețcani,68,6845.0,47.1955592,27.4064436,IASI,17.1,,MASINI,
460.0,Iași,comuna,Lungani,98,6178.0,47.1854966,27.1396353,COTNARI,25.2,,MASINI,
2667.0,Iași,comuna,Mădârjac,197,1556.0,47.0499434,27.2618202,NEGRESTI (VASLUI),28.0,,MASINI,
1278.0,Iași,comuna,Mircești,216,3338.0,47.0651121,26.8473921,ROMAN,5.3,,MASINI,
830.0,Iași,comuna,Mironeasa,206,4422.0,46.9693462,27.4296924,NEGRESTI (VASLUI),14.9,,MASINI,
68.0,Iași,comuna,Miroslava,139,28534.0,47.1454651,27.5265796,IASI,11.3,,MASINI,
1170.0,Iași,comuna,Miroslovești,286,3534.0,47.1521527,26.6478175,TARGU NEAMT,22.5,,MASINI,
754.0,Iași,comuna,Mogoșești,131,4706.0,47.0417339,27.5151798,IASI,21.4,,MASINI,
1439.0,Iași,comuna,Mogoșești-Siret,222,3111.0,47.138434,26.7922883,ROMAN,14.4,,MASINI,
1905.0,Iași,comuna,Moșna,172,2421.0,46.9217299,27.9588088,VASLUI,29.6,,MASINI,
660.0,Iași,comuna,Moțca,314,5086.0,47.2426065,26.6070446,TARGU NEAMT,17.8,,MASINI,
1593.0,Iași,comuna,Movileni,82,2895.0,47.3297175,27.3615285,IASI,23.8,,MASINI,
1617.0,Iași,comuna,Oțeleni,217,2863.0,47.065562,27.0274231,ROMAN,11.2,,MASINI,
63.0,Iași,municipiul,Pașcani,214,30766.0,47.2543907,26.7207615454948,COTNARI,19.3,,MASINI,
1454.0,Iași,comuna,Plugari,81,3098.0,47.48763,27.1272778,COTNARI,20.9,,MASINI,
259.0,Iași,oraș,Podu Iloaiei,74,8992.0,47.2122329,27.2736609,IASI,27.0,,MASINI,
866.0,Iași,comuna,Popești,157,4287.0,47.152193,27.240937,ROMAN,30.0,,MASINI,
353.0,Iași,comuna,Popricani,157,7236.0,47.2874651,27.5135829,IASI,11.8,,MASINI,
1122.0,Iași,comuna,Prisăcani,33,3638.0,47.0791583,27.8832257,IASI,24.5,,MASINI,
1321.0,Iași,comuna,Probota,41,3277.0,47.3782519,27.5064395,IASI,20.2,,MASINI,
1808.0,Iași,comuna,Răchiteni,190,2541.0,47.053348,26.9133755,ROMAN,3.4,,MASINI,
415.0,Iași,comuna,Răducăneni,107,6573.0,46.9576896,27.9384127,VASLUI,31.8,,MASINI,
299.0,Iași,comuna,Rediu,85,8295.0,47.2135421,27.5051346,IASI,9.5,,MASINI,
2700.0,Iași,comuna,Românești,95,1524.0,47.2829581,27.3200315,IASI,24.6,,MASINI,
2884.0,Iași,comuna,Roșcani,84,1273.0,47.4560134,27.3989034,IASI,31.8,,MASINI,
514.0,Iași,comuna,Ruginoasa,285,5775.0,47.2425943,26.8471856,COTNARI,14.2,,MASINI,
563.0,Iași,comuna,Scânteia,170,5505.0,46.920152,27.5788534,NEGRESTI (VASLUI),13.1,,MASINI,
1778.0,Iași,comuna,Șcheia,232,2583.0,46.9303649,27.5162202,NEGRESTI (VASLUI),11.3,,MASINI,
1133.0,Iași,comuna,Schitu Duca,193,3619.0,47.0351572,27.769727,IASI,22.8,,MASINI,
417.0,Iași,comuna,Scobinți,169,6565.0,47.4026861,26.9133427,COTNARI,4.9,,MASINI,
1110.0,Iași,comuna,Sinești,161,3668.0,47.1144129,27.1934022,ROMAN,24.9,,MASINI,
753.0,Iași,comuna,Șipote,66,4714.0,47.4695402,27.2160615,COTNARI,25.1,,MASINI,
1075.0,Iași,comuna,Sirețel,272,3726.0,47.3846329,26.7221811,COTNARI,15.6,,MASINI,
801.0,Iași,comuna,Stolniceni-Prăjescu,245,4550.0,47.2038916,26.7395118,COTNARI,22.2,,MASINI,
1187.0,Iași,comuna,Strunga,215,3498.0,47.1673277,26.9543371,ROMAN,16.3,,MASINI,
2242.0,Iași,comuna,Tansa,296,2054.0,46.9125553,27.2376669,NEGRESTI (VASLUI),18.7,,MASINI,
227.0,Iași,oraș,Târgu Frumos,113,9597.0,47.2100643,27.0136647,COTNARI,17.8,,MASINI,
780.0,Iași,comuna,Tătăruși,300,4619.0,47.3444611,26.5937355,TARGU NEAMT,21.1,,MASINI,
429.0,Iași,comuna,Țibana,194,6459.0,46.9866477,27.3394515,NEGRESTI (VASLUI),18.9,,MASINI,
454.0,Iași,comuna,Țibănești,172,6236.0,46.9070892,27.338088,NEGRESTI (VASLUI),12.0,,MASINI,
935.0,Iași,comuna,Țigănăși,67,4114.0,47.3303458,27.4708051,IASI,17.4,,MASINI,
770.0,Iași,comuna,Todirești,369,4645.0,47.3234587,26.8333583,COTNARI,8.0,,MASINI,
167.0,Iași,comuna,Tomești,45,12169.0,47.1313665,27.6986015,IASI,10.9,,MASINI,
1224.0,Iași,comuna,Trifești,55,3425.0,47.4584008,27.5055793,IASI,28.4,,MASINI,
2230.0,Iași,comuna,Țuțora,35,2063.0,47.1341064,27.7939179,IASI,15.4,,MASINI,
1146.0,Iași,comuna,Ungheni,38,3582.0,47.2012447,27.7846457,IASI,11.8,,MASINI,
135.0,Iași,comuna,Valea Lupului,89,14510.0,47.1773857,27.5021393,IASI,10.7,,MASINI,
649.0,Iași,comuna,Valea Seacă,254,5111.0,47.2916273,26.6682366,COTNARI,20.8,,MASINI,
942.0,Iași,comuna,Vânători,331,4100.0,47.3597971,26.7642262,COTNARI,12.1,,MASINI,
